tp,sl,nanpin,trades,win_rate,total_pips,max_dd,pf,avg_pips
100,100,25,358,68.44,5827.6,-13764.9,1.06,16.28
100,150,30,317,77.92,5705.5,-18848.7,1.05,18.0
50,70,15,709,73.2,5603.2,-10681.5,1.07,7.9
80,150,15,390,80.0,5564.9,-18851.1,1.04,14.27
80,50,20,641,46.65,5560.8,-5917.0,1.1,8.68
100,70,15,433,54.97,5262.8,-10730.0,1.06,12.15
150,100,20,279,55.2,5256.4,-17956.8,1.05,18.84
100,50,15,546,42.67,5134.7,-10700.6,1.08,9.4
80,80,30,464,64.44,5101.4,-7791.6,1.08,10.99
120,50,20,485,36.7,5100.7,-8612.2,1.1,10.52
80,70,30,501,59.08,4936.5,-9126.8,1.09,9.85
100,150,25,322,77.64,4879.4,-16807.1,1.04,15.15
150,150,40,232,68.97,4836.3,-11001.3,1.05,20.85
150,50,25,442,30.77,4773.0,-6666.0,1.12,10.8
120,150,15,284,70.42,4662.0,-16642.8,1.03,16.42
80,80,20,479,64.93,4419.2,-12068.5,1.05,9.23
120,150,40,273,74.73,4330.8,-12351.6,1.05,15.86
120,100,25,306,61.76,4283.1,-14036.1,1.05,14.0
120,100,20,318,61.32,4087.5,-19747.1,1.04,12.85
50,120,15,612,84.48,4080.8,-15035.4,1.04,6.67
100,50,25,559,40.79,4044.7,-4626.8,1.09,7.24
70,50,20,695,50.5,3984.7,-8651.8,1.07,5.73
70,120,15,468,78.42,3941.6,-15683.7,1.03,8.42
80,50,15,638,48.43,3935.5,-10167.8,1.06,6.17
120,120,40,290,69.31,3886.2,-13103.7,1.05,13.4
70,50,15,698,51.86,3870.9,-8915.6,1.06,5.55
80,150,30,375,81.87,3735.5,-20019.6,1.04,9.96
80,70,40,523,56.6,3704.3,-7998.3,1.08,7.08
70,70,25,555,63.24,3682.9,-12265.7,1.06,6.64
150,50,30,464,29.31,3573.1,-5967.8,1.11,7.7
100,70,40,439,50.57,3565.7,-6168.4,1.08,8.12
150,100,30,269,55.02,3548.5,-11203.8,1.04,13.19
80,70,25,500,59.8,3472.8,-10650.1,1.05,6.95
70,100,15,498,74.3,3456.1,-14684.6,1.03,6.94
100,150,20,322,76.4,3383.5,-17257.3,1.03,10.51
120,70,40,399,46.12,3279.4,-5384.6,1.08,8.22
80,70,50,538,52.79,3264.2,-4604.7,1.1,6.07
120,70,15,386,48.7,3222.4,-12032.7,1.03,8.35
50,70,25,696,71.41,3050.4,-11152.3,1.05,4.38
100,100,20,369,67.21,3046.9,-15923.0,1.03,8.26
120,50,30,517,34.24,3005.5,-3464.4,1.09,5.81
50,100,30,600,82.17,2912.4,-9705.4,1.04,4.85
50,100,25,604,82.12,2843.1,-14585.7,1.03,4.71
100,150,15,323,75.23,2789.4,-19288.0,1.02,8.64
100,70,20,432,54.86,2765.0,-8494.5,1.03,6.4
80,120,15,425,75.29,2668.1,-22987.1,1.02,6.28
120,80,30,350,52.57,2586.0,-6353.4,1.04,7.39
150,50,40,494,27.13,2497.8,-3335.4,1.1,5.06
120,70,30,380,47.63,2413.0,-8299.2,1.04,6.35
150,70,30,338,42.01,2390.3,-8665.8,1.04,7.07
80,80,50,474,60.13,2333.1,-5502.4,1.06,4.92
70,70,50,591,55.67,2092.0,-5459.3,1.06,3.54
80,120,40,391,78.52,2091.5,-14411.3,1.03,5.35
150,80,15,311,46.95,2071.4,-16831.0,1.02,6.66
100,70,30,432,53.01,1915.8,-7937.3,1.03,4.43
70,70,30,557,62.12,1807.5,-11593.4,1.03,3.25
80,50,25,645,45.89,1728.2,-5924.2,1.04,2.68
150,150,50,220,70.0,1604.7,-10150.5,1.02,7.29
80,80,40,484,62.19,1519.2,-3563.8,1.03,3.14
80,50,40,681,40.82,1462.7,-2885.9,1.05,2.15
100,70,50,467,46.9,1424.5,-5257.0,1.04,3.05
70,80,20,526,68.44,1381.6,-13704.4,1.02,2.63
150,80,50,323,43.65,1265.3,-4604.7,1.03,3.92
100,150,40,316,78.8,1216.4,-13762.9,1.01,3.85
80,120,30,392,77.81,1183.4,-16324.0,1.01,3.02
70,70,40,573,59.16,1082.1,-8337.3,1.02,1.89
70,150,15,437,82.15,811.1,-17325.9,1.01,1.86
100,120,20,342,71.35,789.4,-25098.6,1.01,2.31
150,70,15,337,43.03,766.5,-12529.6,1.01,2.27
150,70,40,352,40.62,725.2,-8584.8,1.02,2.06
120,50,15,483,37.47,592.7,-10211.0,1.01,1.23
150,120,50,242,62.4,550.2,-13789.8,1.01,2.27
120,50,40,551,31.03,518.0,-3966.1,1.02,0.94
120,150,50,262,75.57,498.6,-9568.8,1.01,1.9
100,50,40,604,35.26,458.5,-3060.3,1.02,0.76
70,50,40,740,44.05,451.4,-2739.3,1.02,0.61
50,100,15,637,80.85,393.3,-14636.9,1.0,0.62
120,70,50,427,42.39,381.9,-4854.5,1.01,0.89
80,50,30,648,43.67,308.2,-4704.9,1.01,0.48
100,50,30,570,38.07,267.9,-4009.8,1.01,0.47
150,120,20,260,59.62,213.9,-20457.6,1.0,0.82
80,150,25,374,81.02,153.1,-21373.2,1.0,0.41
100,80,30,397,58.44,139.2,-7474.0,1.0,0.35
150,70,50,377,37.14,46.8,-4533.8,1.0,0.12
50,120,40,564,86.17,-39.3,-11421.5,1.0,-0.07
50,70,50,725,63.17,-60.8,-5751.9,1.0,-0.08
120,120,20,298,65.77,-106.2,-22433.4,1.0,-0.36
50,80,50,652,70.55,-118.3,-4650.6,1.0,-0.18
100,70,25,430,54.19,-223.7,-9094.1,1.0,-0.52
100,50,50,635,33.23,-290.5,-2410.9,0.99,-0.46
100,80,40,408,56.37,-461.5,-4972.2,0.99,-1.13
120,50,50,581,29.09,-494.3,-2552.6,0.98,-0.85
80,100,30,412,71.84,-494.4,-15288.7,0.99,-1.2
150,50,50,531,24.67,-509.3,-2594.1,0.97,-0.96
70,120,40,431,80.74,-521.4,-14455.6,0.99,-1.21
120,120,25,293,66.55,-766.8,-18323.4,0.99,-2.62
80,50,50,708,37.85,-772.4,-2476.1,0.97,-1.09
70,50,25,698,49.0,-784.9,-6887.1,0.98,-1.12
50,70,30,697,70.16,-794.1,-11844.8,0.99,-1.14
50,50,15,848,60.14,-804.6,-9116.8,0.99,-0.95
70,50,30,705,46.95,-861.6,-5212.7,0.98,-1.22
50,70,40,705,66.81,-900.9,-9615.2,0.98,-1.28
120,70,20,378,48.15,-910.1,-9804.0,0.99,-2.41
70,50,50,770,40.91,-931.0,-2518.0,0.96,-1.21
70,80,50,527,63.0,-939.1,-6726.6,0.98,-1.78
70,100,25,469,75.05,-1021.7,-17113.9,0.99,-2.18
70,100,20,485,74.02,-1144.1,-19271.2,0.99,-2.36
100,80,50,410,53.9,-1214.2,-6716.7,0.97,-2.96
70,120,20,453,78.37,-1323.4,-23193.6,0.99,-2.92
50,50,40,892,51.01,-1386.9,-3423.5,0.95,-1.55
100,120,25,340,72.06,-1436.9,-20232.2,0.99,-4.23
70,150,25,421,83.37,-1490.1,-17844.0,0.99,-3.54
120,80,40,367,51.5,-1496.6,-5417.6,0.97,-4.08
120,80,20,353,52.97,-1700.2,-12436.3,0.98,-4.82
100,120,30,331,72.51,-1813.4,-19437.0,0.98,-5.48
50,50,50,933,48.34,-1829.9,-3445.1,0.92,-1.96
50,150,15,573,87.43,-1922.8,-16496.1,0.98,-3.36
50,50,30,859,55.18,-2003.9,-6188.3,0.95,-2.33
50,70,20,699,71.53,-2036.8,-15033.2,0.97,-2.91
120,80,50,368,48.91,-2335.3,-7457.0,0.94,-6.35
100,100,30,350,66.86,-2414.5,-17238.2,0.97,-6.9
100,120,50,319,72.41,-2463.3,-13452.3,0.96,-7.72
50,50,20,842,58.31,-2861.8,-10299.8,0.95,-3.4
100,80,20,402,59.2,-2910.9,-14060.0,0.97,-7.24
100,100,50,358,62.85,-2919.8,-9644.3,0.95,-8.16
50,100,40,595,80.5,-2929.9,-7306.5,0.96,-4.92
80,150,40,370,82.7,-2983.8,-15121.5,0.97,-8.06
100,100,40,354,64.97,-3328.7,-15179.3,0.95,-9.4
50,50,25,850,56.94,-3341.2,-7772.8,0.93,-3.93
70,150,20,428,82.24,-3405.3,-20762.8,0.97,-7.96
150,70,20,336,42.56,-3456.7,-14106.5,0.96,-10.29
80,100,40,414,70.77,-3547.7,-11712.7,0.95,-8.57
150,100,50,284,51.76,-3883.8,-8843.2,0.93,-13.68
70,120,30,435,79.77,-3965.9,-16391.5,0.96,-9.12
70,120,25,443,79.01,-4143.2,-20555.1,0.96,-9.35
50,120,25,577,84.92,-4458.1,-20306.9,0.95,-7.73
80,120,50,379,76.25,-4630.6,-14741.0,0.93,-12.22
70,80,40,527,64.71,-4803.2,-7224.6,0.91,-9.11
50,120,30,576,85.42,-4862.3,-17937.4,0.94,-8.44
70,80,30,517,66.92,-4953.6,-12318.4,0.93,-9.58
120,100,30,307,60.59,-5091.9,-16332.7,0.94,-16.59
50,150,25,555,88.29,-5221.3,-17496.8,0.95,-9.41
50,80,40,659,72.23,-5366.5,-9886.3,0.9,-8.14
120,70,25,376,47.34,-5416.9,-11438.0,0.92,-14.41
120,120,30,290,66.9,-5530.8,-20581.5,0.95,-19.07
50,120,20,587,83.99,-5606.6,-23649.4,0.95,-9.55
70,100,30,464,74.35,-5671.2,-15578.8,0.93,-12.22
50,80,30,654,74.77,-5816.2,-10803.9,0.91,-8.89
80,100,50,413,67.55,-5895.2,-10651.3,0.89,-14.27
50,120,50,540,83.52,-6118.2,-11819.3,0.9,-11.33
70,150,30,418,83.49,-6155.4,-20232.7,0.94,-14.73
120,120,50,285,66.67,-6230.7,-13087.2,0.91,-21.86
150,80,40,321,44.55,-6268.7,-10598.5,0.89,-19.53
70,100,40,464,73.06,-6346.1,-12865.6,0.91,-13.68
50,100,20,615,80.49,-6496.3,-16080.1,0.93,-10.56
70,100,50,466,70.39,-6511.0,-8600.3,0.88,-13.97
150,80,25,312,45.83,-7114.5,-18430.8,0.91,-22.8
50,150,20,555,87.39,-7278.9,-22375.3,0.93,-13.12
50,80,20,662,75.23,-7976.6,-16027.7,0.91,-12.05
80,80,25,470,62.98,-8588.6,-15262.5,0.9,-18.27
70,120,50,425,78.12,-8616.6,-13765.2,0.87,-20.27
150,100,40,274,53.28,-9027.7,-17178.5,0.89,-32.95
50,100,50,580,76.55,-9140.1,-10828.1,0.83,-15.76
80,150,50,355,83.1,-9270.4,-19531.4,0.89,-26.11
120,80,25,353,51.84,-9419.2,-18383.4,0.89,-26.68
50,80,25,657,74.58,-9488.6,-16990.9,0.88,-14.44
150,80,20,314,45.86,-9629.2,-17806.2,0.9,-30.67
120,100,50,322,56.52,-9786.3,-12579.9,0.84,-30.39
70,80,25,522,66.67,-9843.6,-16257.6,0.88,-18.86
50,150,40,541,88.72,-10231.2,-17113.4,0.88,-18.91
150,70,25,331,41.39,-10327.4,-15806.2,0.85,-31.2
100,80,25,402,57.96,-10384.5,-18101.3,0.88,-25.83
100,150,50,300,78.67,-10403.5,-16626.0,0.88,-34.68
50,150,50,517,88.59,-12523.2,-24356.2,0.83,-24.22
70,150,40,411,83.7,-13122.8,-22622.3,0.87,-31.93
50,150,30,560,88.21,-13180.5,-23317.7,0.87,-23.54
120,100,40,314,58.6,-13955.1,-17653.5,0.82,-44.44
70,150,50,394,84.26,-14328.6,-22912.5,0.83,-36.37
