TP,SL,Nanpin,Tolerance,trades,win_rate,total_pips,max_dd,pf,rf
50,60,20,25,77,70.13,1380.0,-980.0,1.49,1.41
50,60,20,30,115,60.0,210.0,-1840.0,1.04,0.11
50,60,20,35,137,62.04,650.0,-1870.0,1.11,0.35
50,60,30,15,32,75.0,960.0,-240.0,2.14,4.0
50,60,30,20,53,66.04,1030.0,-440.0,1.64,2.34
50,60,30,25,77,66.23,1350.0,-370.0,1.64,3.65
50,60,30,30,114,57.02,400.0,-580.0,1.1,0.69
50,60,30,35,138,60.14,940.0,-510.0,1.21,1.84
50,60,40,15,32,75.0,990.0,-240.0,2.5,4.13
50,60,40,20,53,66.04,730.0,-440.0,1.45,1.66
50,60,40,25,77,66.23,1230.0,-310.0,1.64,3.97
50,60,40,30,111,56.76,-30.0,-560.0,0.99,-0.05
50,60,40,35,135,60.0,510.0,-510.0,1.12,1.0
50,60,50,15,31,70.97,380.0,-240.0,1.53,1.58
50,60,50,20,52,61.54,40.0,-520.0,1.03,0.08
50,60,50,25,76,63.16,360.0,-500.0,1.18,0.72
50,60,50,30,111,53.15,-710.0,-830.0,0.81,-0.86
50,60,50,35,135,57.04,-170.0,-700.0,0.96,-0.24
50,60,60,15,31,70.97,560.0,-180.0,2.04,3.11
50,60,60,20,52,61.54,400.0,-340.0,1.33,1.18
50,60,60,25,76,63.16,720.0,-320.0,1.43,2.25
50,60,60,30,111,53.15,-170.0,-470.0,0.95,-0.36
50,60,60,35,135,57.04,370.0,-520.0,1.11,0.71
50,70,20,15,32,78.12,670.0,-490.0,1.5,1.37
50,70,20,20,54,74.07,1750.0,-900.0,1.71,1.94
50,70,20,25,77,75.32,2790.0,-720.0,1.93,3.88
50,70,20,30,112,66.96,1110.0,-1210.0,1.16,0.92
50,70,20,35,133,68.42,1560.0,-1160.0,1.21,1.34
50,70,30,15,32,75.0,610.0,-420.0,1.51,1.45
50,70,30,20,53,71.7,1510.0,-640.0,1.8,2.36
50,70,30,25,77,70.13,1180.0,-640.0,1.41,1.84
50,70,30,30,111,62.16,-270.0,-1510.0,0.95,-0.18
50,70,30,35,134,64.93,280.0,-1370.0,1.05,0.2
50,70,40,15,32,75.0,880.0,-280.0,2.14,3.14
50,70,40,20,53,71.7,1480.0,-370.0,2.01,4.0
50,70,40,25,77,70.13,1510.0,-420.0,1.67,3.6
50,70,40,30,108,62.04,-360.0,-1240.0,0.92,-0.29
50,70,40,35,131,64.89,190.0,-1100.0,1.04,0.17
50,70,50,15,30,73.33,330.0,-280.0,1.43,1.18
50,70,50,20,51,66.67,90.0,-640.0,1.06,0.14
50,70,50,25,75,68.0,390.0,-640.0,1.17,0.61
50,70,50,30,107,58.88,-1040.0,-1250.0,0.76,-0.83
50,70,50,35,130,62.31,-490.0,-950.0,0.9,-0.52
50,70,60,15,30,73.33,540.0,-210.0,1.96,2.57
50,70,60,20,51,66.67,510.0,-430.0,1.43,1.19
50,70,60,25,75,68.0,870.0,-390.0,1.52,2.23
50,70,60,30,107,58.88,-350.0,-670.0,0.9,-0.52
50,70,60,35,130,62.31,200.0,-600.0,1.05,0.33
50,80,20,15,32,78.12,-0.0,-960.0,1.0,-0.0
50,80,20,20,54,75.93,230.0,-2150.0,1.05,0.11
50,80,20,25,76,77.63,1660.0,-1610.0,1.36,1.03
50,80,20,30,108,73.15,130.0,-2280.0,1.01,0.06
50,80,20,35,128,74.22,1000.0,-2280.0,1.1,0.44
50,80,30,15,32,78.12,240.0,-960.0,1.14,0.25
50,80,30,20,53,75.47,750.0,-1640.0,1.23,0.46
50,80,30,25,75,73.33,10.0,-2030.0,1.0,0.0
50,80,30,30,106,68.87,-1580.0,-3200.0,0.8,-0.49
50,80,30,35,127,70.87,-660.0,-3140.0,0.92,-0.21
50,80,40,15,31,77.42,370.0,-720.0,1.29,0.51
50,80,40,20,52,75.0,1060.0,-1160.0,1.47,0.91
50,80,40,25,74,74.32,1140.0,-990.0,1.39,1.15
50,80,40,30,103,66.99,-830.0,-2170.0,0.86,-0.38
50,80,40,35,124,69.35,90.0,-2080.0,1.01,0.04
50,80,50,15,29,75.86,-180.0,-720.0,0.86,-0.25
50,80,50,20,50,70.0,-110.0,-810.0,0.95,-0.14
50,80,50,25,72,73.61,530.0,-540.0,1.19,0.98
50,80,50,30,102,64.71,-1470.0,-1930.0,0.73,-0.76
50,80,50,35,124,67.74,-500.0,-1450.0,0.91,-0.34
50,80,60,15,29,75.86,540.0,-240.0,1.96,2.25
50,80,60,20,50,70.0,700.0,-430.0,1.58,1.63
50,80,60,25,72,73.61,1430.0,-240.0,1.94,5.96
50,80,60,30,102,64.71,-90.0,-950.0,0.98,-0.09
50,80,60,35,124,67.74,640.0,-740.0,1.15,0.86
50,100,20,15,30,86.67,400.0,-1200.0,1.17,0.33
50,100,20,20,51,84.31,-100.0,-2200.0,0.98,-0.05
50,100,20,25,73,84.93,1550.0,-1400.0,1.25,1.11
50,100,20,30,101,80.2,-1700.0,-3250.0,0.88,-0.52
50,100,20,35,121,82.64,300.0,-3200.0,1.02,0.09
50,100,30,15,30,86.67,900.0,-1100.0,1.47,0.82
50,100,30,20,51,84.31,1600.0,-1300.0,1.42,1.23
50,100,30,25,72,84.72,2200.0,-1200.0,1.5,1.83
50,100,30,30,99,79.8,100.0,-2250.0,1.01,0.04
50,100,30,35,121,81.82,1400.0,-2150.0,1.13,0.65
50,100,40,15,30,80.0,-900.0,-1250.0,0.67,-0.72
50,100,40,20,50,82.0,250.0,-1300.0,1.06,0.19
50,100,40,25,70,84.29,1400.0,-1200.0,1.34,1.17
50,100,40,30,91,76.92,-1900.0,-2700.0,0.78,-0.7
50,100,40,35,113,79.65,-350.0,-1700.0,0.96,-0.21
50,100,50,15,28,82.14,-400.0,-1250.0,0.8,-0.32
50,100,50,20,48,81.25,300.0,-1350.0,1.1,0.22
50,100,50,25,68,83.82,1450.0,-1250.0,1.45,1.16
50,100,50,30,92,75.0,-1550.0,-1900.0,0.79,-0.82
50,100,50,35,115,76.52,-1600.0,-2000.0,0.81,-0.8
50,100,60,15,29,79.31,400.0,-400.0,1.44,1.0
50,100,60,20,48,79.17,1050.0,-500.0,1.66,2.1
50,100,60,25,67,82.09,1100.0,-800.0,1.46,1.38
50,100,60,30,93,74.19,-900.0,-1550.0,0.84,-0.58
50,100,60,35,114,76.32,-600.0,-1650.0,0.91,-0.36
60,30,20,15,35,51.43,480.0,-210.0,1.8,2.29
60,30,20,20,60,43.33,540.0,-300.0,1.45,1.8
60,30,20,25,83,48.19,1020.0,-240.0,1.65,4.25
60,30,20,30,126,40.48,540.0,-420.0,1.2,1.29
60,30,20,35,156,42.95,1080.0,-480.0,1.35,2.25
60,30,30,15,35,51.43,570.0,-120.0,2.12,4.75
60,30,30,20,60,43.33,540.0,-210.0,1.53,2.57
60,30,30,25,83,48.19,1110.0,-150.0,1.86,7.4
60,30,30,30,126,40.48,810.0,-210.0,1.36,3.86
60,30,30,35,157,42.68,1320.0,-300.0,1.49,4.4
60,30,40,15,35,51.43,570.0,-120.0,2.12,4.75
60,30,40,20,60,43.33,540.0,-210.0,1.53,2.57
60,30,40,25,83,48.19,1110.0,-150.0,1.86,7.4
60,30,40,30,126,40.48,810.0,-210.0,1.36,3.86
60,30,40,35,157,42.68,1320.0,-300.0,1.49,4.4
60,30,50,15,35,51.43,570.0,-120.0,2.12,4.75
60,30,50,20,60,43.33,540.0,-210.0,1.53,2.57
60,30,50,25,83,48.19,1110.0,-150.0,1.86,7.4
60,30,50,30,126,40.48,810.0,-210.0,1.36,3.86
60,30,50,35,157,42.68,1320.0,-300.0,1.49,4.4
60,30,60,15,35,51.43,570.0,-120.0,2.12,4.75
60,30,60,20,60,43.33,540.0,-210.0,1.53,2.57
60,30,60,25,83,48.19,1110.0,-150.0,1.86,7.4
60,30,60,30,126,40.48,810.0,-210.0,1.36,3.86
60,30,60,35,157,42.68,1320.0,-300.0,1.49,4.4
60,40,20,15,34,55.88,480.0,-360.0,1.57,1.33
60,40,20,20,56,50.0,260.0,-740.0,1.13,0.35
60,40,20,25,77,53.25,600.0,-700.0,1.25,0.86
60,40,20,30,116,45.69,780.0,-1040.0,1.2,0.75
60,40,20,35,139,49.64,1280.0,-1080.0,1.31,1.19
60,40,30,15,34,52.94,440.0,-180.0,1.69,2.44
60,40,30,20,56,48.21,460.0,-260.0,1.4,1.77
60,40,30,25,77,51.95,920.0,-220.0,1.62,4.18
60,40,30,30,117,43.59,480.0,-440.0,1.17,1.09
60,40,30,35,140,48.57,1260.0,-480.0,1.42,2.62
60,40,40,15,34,52.94,440.0,-180.0,1.69,2.44
60,40,40,20,56,48.21,460.0,-260.0,1.4,1.77
60,40,40,25,77,51.95,920.0,-220.0,1.62,4.18
60,40,40,30,116,43.1,360.0,-320.0,1.14,1.12
60,40,40,35,139,48.2,1140.0,-360.0,1.4,3.17
60,40,50,15,34,52.94,440.0,-180.0,1.69,2.44
60,40,50,20,56,48.21,460.0,-260.0,1.4,1.77
60,40,50,25,77,51.95,920.0,-220.0,1.62,4.18
60,40,50,30,116,43.1,360.0,-320.0,1.14,1.12
60,40,50,35,139,48.2,1140.0,-360.0,1.4,3.17
60,40,60,15,34,52.94,440.0,-180.0,1.69,2.44
60,40,60,20,56,48.21,460.0,-260.0,1.4,1.77
60,40,60,25,77,51.95,920.0,-220.0,1.62,4.18
60,40,60,30,116,43.1,360.0,-320.0,1.14,1.12
60,40,60,35,139,48.2,1140.0,-360.0,1.4,3.17
60,50,20,15,32,62.5,360.0,-450.0,1.3,0.8
60,50,20,20,52,55.77,-40.0,-920.0,0.98,-0.04
60,50,20,25,73,57.53,700.0,-1040.0,1.24,0.67
60,50,20,30,109,49.54,-80.0,-1690.0,0.98,-0.05
60,50,20,35,130,53.85,630.0,-1650.0,1.11,0.38
60,50,30,15,33,57.58,290.0,-250.0,1.34,1.16
60,50,30,20,53,52.83,280.0,-320.0,1.2,0.87
60,50,30,25,74,54.05,700.0,-290.0,1.41,2.41
60,50,30,30,111,45.95,-210.0,-810.0,0.94,-0.26
60,50,30,35,132,51.52,610.0,-600.0,1.17,1.02
60,50,40,15,33,57.58,440.0,-190.0,1.63,2.32
60,50,40,20,53,52.83,280.0,-320.0,1.2,0.87
60,50,40,25,74,54.05,700.0,-290.0,1.41,2.41
60,50,40,30,110,45.45,-300.0,-660.0,0.91,-0.45
60,50,40,35,131,51.15,520.0,-500.0,1.15,1.04
60,50,50,15,33,57.58,440.0,-190.0,1.63,2.32
60,50,50,20,53,52.83,430.0,-320.0,1.34,1.34
60,50,50,25,74,54.05,700.0,-290.0,1.41,2.41
60,50,50,30,110,45.45,-0.0,-550.0,1.0,-0.0
60,50,50,35,131,51.15,820.0,-450.0,1.26,1.82
60,50,60,15,33,57.58,440.0,-190.0,1.63,2.32
60,50,60,20,53,52.83,430.0,-320.0,1.34,1.34
60,50,60,25,74,54.05,700.0,-290.0,1.41,2.41
60,50,60,30,110,45.45,-0.0,-550.0,1.0,-0.0
60,50,60,35,131,51.15,820.0,-450.0,1.26,1.82
60,60,20,15,29,75.86,900.0,-420.0,1.79,2.14
60,60,20,20,49,63.27,240.0,-1140.0,1.09,0.21
60,60,20,25,68,64.71,1380.0,-960.0,1.45,1.44
60,60,20,30,100,55.0,240.0,-2160.0,1.04,0.11
60,60,20,35,121,58.68,900.0,-2100.0,1.14,0.43
60,60,30,15,30,73.33,1200.0,-240.0,2.43,5.0
60,60,30,20,50,64.0,1380.0,-420.0,1.85,3.29
60,60,30,25,70,61.43,1500.0,-360.0,1.69,4.17
60,60,30,30,104,51.92,420.0,-780.0,1.1,0.54
60,60,30,35,125,56.8,1200.0,-540.0,1.27,2.22
60,60,40,15,30,73.33,1200.0,-240.0,2.82,5.0
60,60,40,20,49,65.31,1080.0,-420.0,1.69,2.57
60,60,40,25,69,62.32,1380.0,-300.0,1.72,4.6
60,60,40,30,100,53.0,180.0,-720.0,1.05,0.25
60,60,40,35,121,57.85,960.0,-480.0,1.24,2.0
60,60,50,15,30,70.0,540.0,-240.0,1.75,2.25
60,60,50,20,50,60.0,240.0,-540.0,1.15,0.44
60,60,50,25,70,58.57,360.0,-480.0,1.17,0.75
60,60,50,30,102,49.02,-660.0,-900.0,0.82,-0.73
60,60,50,35,123,54.47,120.0,-720.0,1.03,0.17
60,60,60,15,30,70.0,720.0,-180.0,2.33,4.0
60,60,60,20,50,60.0,600.0,-360.0,1.5,1.67
60,60,60,25,70,58.57,720.0,-300.0,1.41,2.4
60,60,60,30,102,49.02,-120.0,-720.0,0.96,-0.17
60,60,60,35,123,54.47,660.0,-540.0,1.2,1.22
60,70,20,15,29,75.86,290.0,-560.0,1.17,0.52
60,70,20,20,49,71.43,1900.0,-650.0,1.71,2.92
60,70,20,25,67,71.64,3140.0,-790.0,1.98,3.97
60,70,20,30,97,62.89,1360.0,-1410.0,1.18,0.96
60,70,20,35,118,65.25,1970.0,-1350.0,1.24,1.46
60,70,30,15,30,73.33,850.0,-420.0,1.71,2.02
60,70,30,20,50,70.0,2220.0,-420.0,2.32,5.29
60,70,30,25,70,65.71,1440.0,-640.0,1.49,2.25
60,70,30,30,100,58.0,390.0,-1260.0,1.07,0.31
60,70,30,35,120,62.5,990.0,-980.0,1.17,1.01
60,70,40,15,30,73.33,1090.0,-280.0,2.42,3.89
60,70,40,20,48,70.83,1900.0,-380.0,2.36,5.0
60,70,40,25,69,66.67,1570.0,-540.0,1.64,2.91
60,70,40,30,96,58.33,-70.0,-1280.0,0.99,-0.05
60,70,40,35,116,62.93,530.0,-1000.0,1.1,0.53
60,70,50,15,29,72.41,490.0,-280.0,1.64,1.75
60,70,50,20,49,65.31,310.0,-660.0,1.19,0.47
60,70,50,25,69,63.77,230.0,-920.0,1.09,0.25
60,70,50,30,97,54.64,-980.0,-1310.0,0.77,-0.75
60,70,50,35,115,59.13,-500.0,-1030.0,0.89,-0.49
60,70,60,15,29,72.41,700.0,-210.0,2.25,3.33
60,70,60,20,49,65.31,730.0,-450.0,1.61,1.62
60,70,60,25,69,63.77,890.0,-420.0,1.51,2.12
60,70,60,30,97,54.64,-320.0,-890.0,0.91,-0.36
60,70,60,35,115,59.13,160.0,-700.0,1.04,0.23
60,80,20,15,29,75.86,-440.0,-960.0,0.82,-0.46
60,80,20,20,49,73.47,420.0,-1780.0,1.09,0.24
60,80,20,25,66,74.24,2080.0,-1720.0,1.43,1.21
60,80,20,30,91,70.33,1780.0,-1560.0,1.2,1.14
60,80,20,35,111,72.07,2840.0,-1560.0,1.32,1.82
60,80,30,15,29,75.86,-200.0,-960.0,0.91,-0.21
60,80,30,20,49,73.47,880.0,-1420.0,1.26,0.62
60,80,30,25,65,69.23,-800.0,-2680.0,0.84,-0.3
60,80,30,30,92,65.22,-860.0,-2560.0,0.89,-0.34
60,80,30,35,112,68.75,340.0,-2360.0,1.05,0.14
60,80,40,15,29,75.86,580.0,-720.0,1.45,0.81
60,80,40,20,47,72.34,1060.0,-1180.0,1.47,0.9
60,80,40,25,65,69.23,680.0,-1180.0,1.21,0.58
60,80,40,30,91,62.64,-620.0,-1840.0,0.89,-0.34
60,80,40,35,111,66.67,580.0,-1560.0,1.1,0.37
60,80,50,15,28,75.0,-20.0,-720.0,0.98,-0.03
60,80,50,20,48,68.75,180.0,-760.0,1.08,0.24
60,80,50,25,64,70.31,460.0,-560.0,1.16,0.82
60,80,50,30,91,61.54,-940.0,-1200.0,0.82,-0.78
60,80,50,35,110,65.45,200.0,-920.0,1.04,0.22
60,80,60,15,28,75.0,700.0,-240.0,2.25,2.92
60,80,60,20,48,68.75,960.0,-420.0,1.8,2.29
60,80,60,25,64,70.31,1540.0,-240.0,2.01,6.42
60,80,60,30,91,61.54,140.0,-760.0,1.04,0.18
60,80,60,35,110,65.45,1040.0,-660.0,1.26,1.58
60,100,20,15,27,85.19,-500.0,-2040.0,0.86,-0.25
60,100,20,20,47,82.98,-640.0,-1960.0,0.91,-0.33
60,100,20,25,64,82.81,780.0,-2140.0,1.1,0.36
60,100,20,30,85,77.65,-1820.0,-3780.0,0.87,-0.48
60,100,20,35,103,79.61,-1320.0,-3540.0,0.91,-0.37
60,100,30,15,27,85.19,-0.0,-1540.0,1.0,-0.0
60,100,30,20,48,83.33,1040.0,-1420.0,1.21,0.73
60,100,30,25,63,82.54,720.0,-1600.0,1.11,0.45
60,100,30,30,84,77.38,-340.0,-2960.0,0.97,-0.11
60,100,30,35,106,80.19,700.0,-2280.0,1.06,0.31
60,100,40,15,28,78.57,-660.0,-1200.0,0.76,-0.55
60,100,40,20,46,82.61,820.0,-1260.0,1.22,0.65
60,100,40,25,62,82.26,1240.0,-1240.0,1.26,1.0
60,100,40,30,80,76.25,-400.0,-2440.0,0.95,-0.16
60,100,40,35,101,79.21,780.0,-1740.0,1.09,0.45
60,100,50,15,27,77.78,-1260.0,-1620.0,0.53,-0.78
60,100,50,20,47,80.85,120.0,-1100.0,1.03,0.11
60,100,50,25,61,81.97,580.0,-1140.0,1.13,0.51
60,100,50,30,82,73.17,-1780.0,-2460.0,0.77,-0.72
60,100,50,35,103,76.7,-300.0,-1840.0,0.96,-0.16
60,100,60,15,28,78.57,600.0,-400.0,1.67,1.5
60,100,60,20,47,80.85,1860.0,-500.0,2.24,3.72
60,100,60,25,60,81.67,1720.0,-800.0,1.75,2.15
60,100,60,30,84,73.81,-280.0,-1640.0,0.95,-0.17
60,100,60,35,101,76.24,180.0,-1660.0,1.03,0.11
70,30,20,15,35,51.43,660.0,-200.0,2.1,3.3
70,30,20,20,60,38.33,530.0,-270.0,1.41,1.96
70,30,20,25,82,43.9,1080.0,-250.0,1.65,4.32
70,30,20,30,121,37.19,630.0,-400.0,1.23,1.57
70,30,20,35,147,38.78,1050.0,-440.0,1.33,2.39
70,30,30,15,35,51.43,750.0,-120.0,2.47,6.25
70,30,30,20,60,38.33,500.0,-200.0,1.45,2.5
70,30,30,25,82,43.9,1140.0,-230.0,1.83,4.96
70,30,30,30,121,37.19,870.0,-250.0,1.38,3.48
70,30,30,35,148,38.51,1260.0,-260.0,1.46,4.85
70,30,40,15,35,51.43,750.0,-120.0,2.47,6.25
70,30,40,20,60,38.33,500.0,-200.0,1.45,2.5
70,30,40,25,82,43.9,1140.0,-230.0,1.83,4.96
70,30,40,30,121,37.19,870.0,-250.0,1.38,3.48
70,30,40,35,148,38.51,1260.0,-260.0,1.46,4.85
70,30,50,15,35,51.43,750.0,-120.0,2.47,6.25
70,30,50,20,60,38.33,500.0,-200.0,1.45,2.5
70,30,50,25,82,43.9,1140.0,-230.0,1.83,4.96
70,30,50,30,121,37.19,870.0,-250.0,1.38,3.48
70,30,50,35,148,38.51,1260.0,-260.0,1.46,4.85
70,30,60,15,35,51.43,750.0,-120.0,2.47,6.25
70,30,60,20,60,38.33,500.0,-200.0,1.45,2.5
70,30,60,25,82,43.9,1140.0,-230.0,1.83,4.96
70,30,60,30,121,37.19,870.0,-250.0,1.38,3.48
70,30,60,35,148,38.51,1260.0,-260.0,1.46,4.85
70,40,20,15,34,55.88,700.0,-320.0,1.83,2.19
70,40,20,20,56,44.64,300.0,-720.0,1.14,0.42
70,40,20,25,76,48.68,700.0,-690.0,1.28,1.01
70,40,20,30,109,42.2,1060.0,-980.0,1.28,1.08
70,40,20,35,129,45.74,1480.0,-1020.0,1.36,1.45
70,40,30,15,34,52.94,620.0,-170.0,1.97,3.65
70,40,30,20,56,42.86,400.0,-250.0,1.31,1.6
70,40,30,25,76,47.37,920.0,-290.0,1.57,3.17
70,40,30,30,110,40.0,530.0,-380.0,1.19,1.39
70,40,30,35,130,44.62,1270.0,-420.0,1.42,3.02
70,40,40,15,34,52.94,620.0,-170.0,1.97,3.65
70,40,40,20,56,42.86,400.0,-250.0,1.31,1.6
70,40,40,25,76,47.37,920.0,-290.0,1.57,3.17
70,40,40,30,111,39.64,400.0,-340.0,1.15,1.18
70,40,40,35,131,44.27,1140.0,-300.0,1.39,3.8
70,40,50,15,34,52.94,620.0,-170.0,1.97,3.65
70,40,50,20,56,42.86,400.0,-250.0,1.31,1.6
70,40,50,25,76,47.37,920.0,-290.0,1.57,3.17
70,40,50,30,111,39.64,400.0,-340.0,1.15,1.18
70,40,50,35,131,44.27,1140.0,-300.0,1.39,3.8
70,40,60,15,34,52.94,620.0,-170.0,1.97,3.65
70,40,60,20,56,42.86,400.0,-250.0,1.31,1.6
70,40,60,25,76,47.37,920.0,-290.0,1.57,3.17
70,40,60,30,111,39.64,400.0,-340.0,1.15,1.18
70,40,60,35,131,44.27,1140.0,-300.0,1.39,3.8
70,50,20,15,32,62.5,620.0,-400.0,1.52,1.55
70,50,20,20,52,50.0,10.0,-940.0,1.0,0.01
70,50,20,25,71,53.52,920.0,-1030.0,1.31,0.89
70,50,20,30,101,46.53,350.0,-1550.0,1.07,0.23
70,50,20,35,119,50.42,1160.0,-1600.0,1.22,0.72
70,50,30,15,33,57.58,480.0,-230.0,1.56,2.09
70,50,30,20,53,47.17,200.0,-330.0,1.13,0.61
70,50,30,25,72,50.0,720.0,-380.0,1.4,1.89
70,50,30,30,103,42.72,-110.0,-780.0,0.97,-0.14
70,50,30,35,121,47.93,670.0,-550.0,1.19,1.22
70,50,40,15,33,57.58,630.0,-180.0,1.9,3.5
70,50,40,20,53,47.17,200.0,-330.0,1.13,0.61
70,50,40,25,72,50.0,720.0,-380.0,1.4,1.89
70,50,40,30,104,42.31,-220.0,-630.0,0.93,-0.35
70,50,40,35,122,47.54,560.0,-500.0,1.16,1.12
70,50,50,15,33,57.58,630.0,-180.0,1.9,3.5
70,50,50,20,53,47.17,350.0,-330.0,1.25,1.06
70,50,50,25,72,50.0,720.0,-380.0,1.4,1.89
70,50,50,30,104,42.31,80.0,-500.0,1.03,0.16
70,50,50,35,122,47.54,860.0,-400.0,1.27,2.15
70,50,60,15,33,57.58,630.0,-180.0,1.9,3.5
70,50,60,20,53,47.17,350.0,-330.0,1.25,1.06
70,50,60,25,72,50.0,720.0,-380.0,1.4,1.89
70,50,60,30,104,42.31,80.0,-500.0,1.03,0.16
70,50,60,35,122,47.54,860.0,-400.0,1.27,2.15
70,60,20,15,29,75.86,1240.0,-420.0,2.09,2.95
70,60,20,20,49,59.18,680.0,-1180.0,1.24,0.58
70,60,20,25,67,61.19,2000.0,-950.0,1.63,2.11
70,60,20,30,95,52.63,710.0,-1970.0,1.12,0.36
70,60,20,35,113,55.75,1500.0,-1770.0,1.25,0.85
70,60,30,15,30,73.33,1540.0,-240.0,2.83,6.42
70,60,30,20,50,60.0,1830.0,-410.0,2.05,4.46
70,60,30,25,69,57.97,1990.0,-420.0,1.87,4.74
70,60,30,30,96,50.0,900.0,-650.0,1.22,1.38
70,60,30,35,114,54.39,1640.0,-520.0,1.37,3.15
70,60,40,15,30,73.33,1510.0,-240.0,3.29,6.29
70,60,40,20,49,61.22,1470.0,-410.0,1.87,3.59
70,60,40,25,68,58.82,1810.0,-300.0,1.89,6.03
70,60,40,30,95,50.53,690.0,-650.0,1.19,1.06
70,60,40,35,113,54.87,1430.0,-450.0,1.36,3.18
70,60,50,15,30,70.0,750.0,-240.0,2.04,3.12
70,60,50,20,50,54.0,150.0,-510.0,1.09,0.29
70,60,50,25,69,53.62,310.0,-470.0,1.14,0.66
70,60,50,30,98,45.92,-570.0,-810.0,0.85,-0.7
70,60,50,35,116,50.86,170.0,-670.0,1.04,0.25
70,60,60,15,30,70.0,930.0,-180.0,2.72,5.17
70,60,60,20,50,54.0,510.0,-330.0,1.37,1.55
70,60,60,25,69,53.62,670.0,-340.0,1.35,1.97
70,60,60,30,98,45.92,-30.0,-630.0,0.99,-0.05
70,60,60,35,116,50.86,710.0,-490.0,1.21,1.45
70,70,20,15,29,75.86,630.0,-490.0,1.36,1.29
70,70,20,20,49,67.35,2170.0,-700.0,1.67,3.1
70,70,20,25,65,69.23,3500.0,-770.0,1.89,4.55
70,70,20,30,89,62.92,1890.0,-1260.0,1.23,1.5
70,70,20,35,107,64.49,3430.0,-1260.0,1.45,2.72
70,70,30,15,30,73.33,1190.0,-420.0,2.0,2.83
70,70,30,20,50,66.0,2380.0,-560.0,2.06,4.25
70,70,30,25,69,62.32,1400.0,-700.0,1.38,2.0
70,70,30,30,92,56.52,420.0,-1190.0,1.07,0.35
70,70,30,35,109,60.55,980.0,-910.0,1.16,1.08
70,70,40,15,30,73.33,1400.0,-280.0,2.82,5.0
70,70,40,20,48,66.67,2170.0,-350.0,2.24,6.2
70,70,40,25,68,63.24,1680.0,-490.0,1.56,3.43
70,70,40,30,90,56.67,210.0,-1190.0,1.04,0.18
70,70,40,35,107,60.75,770.0,-910.0,1.14,0.85
70,70,50,15,29,72.41,700.0,-280.0,1.91,2.5
70,70,50,20,49,61.22,560.0,-630.0,1.32,0.89
70,70,50,25,68,60.29,350.0,-770.0,1.12,0.45
70,70,50,30,92,53.26,-630.0,-1190.0,0.86,-0.53
70,70,50,35,107,57.01,-210.0,-910.0,0.96,-0.23
70,70,60,15,29,72.41,910.0,-210.0,2.62,4.33
70,70,60,20,48,60.42,700.0,-420.0,1.53,1.67
70,70,60,25,66,59.09,630.0,-490.0,1.3,1.29
70,70,60,30,90,52.22,-350.0,-770.0,0.9,-0.45
70,70,60,35,106,56.6,140.0,-630.0,1.03,0.22
70,80,20,15,29,75.86,-100.0,-960.0,0.96,-0.1
70,80,20,20,49,71.43,2080.0,-1840.0,1.45,1.13
70,80,20,25,65,72.31,3340.0,-1950.0,1.64,1.71
70,80,20,30,85,69.41,3190.0,-1770.0,1.37,1.8
70,80,20,35,103,70.87,4910.0,-1700.0,1.59,2.89
70,80,30,15,29,75.86,140.0,-960.0,1.06,0.15
70,80,30,20,49,71.43,2430.0,-1390.0,1.69,1.75
70,80,30,25,65,67.69,510.0,-2460.0,1.09,0.21
70,80,30,30,86,63.95,330.0,-2720.0,1.04,0.12
70,80,30,35,104,67.31,1590.0,-2460.0,1.21,0.65
70,80,40,15,29,75.86,890.0,-720.0,1.7,1.24
70,80,40,20,47,68.09,1280.0,-1150.0,1.48,1.11
70,80,40,25,65,66.15,770.0,-990.0,1.2,0.78
70,80,40,30,86,60.47,-130.0,-1760.0,0.98,-0.07
70,80,40,35,104,64.42,1130.0,-1490.0,1.19,0.76
70,80,50,15,28,75.0,190.0,-720.0,1.15,0.26
70,80,50,20,48,64.58,240.0,-660.0,1.09,0.36
70,80,50,25,64,67.19,460.0,-720.0,1.13,0.64
70,80,50,30,87,59.77,-540.0,-1120.0,0.9,-0.48
70,80,50,35,103,63.11,580.0,-890.0,1.11,0.65
70,80,60,15,28,75.0,910.0,-240.0,2.62,3.79
70,80,60,20,47,63.83,710.0,-440.0,1.44,1.61
70,80,60,25,62,66.13,1130.0,-510.0,1.52,2.22
70,80,60,30,85,58.82,130.0,-940.0,1.03,0.14
70,80,60,35,102,62.75,1080.0,-710.0,1.25,1.52
70,100,20,15,27,85.19,-0.0,-1980.0,1.0,-0.0
70,100,20,20,46,82.61,2100.0,-1630.0,1.3,1.29
70,100,20,25,63,80.95,2230.0,-2340.0,1.27,0.95
70,100,20,30,79,75.95,-490.0,-3710.0,0.96,-0.13
70,100,20,35,94,78.72,2350.0,-3530.0,1.17,0.67
70,100,30,15,27,85.19,500.0,-1480.0,1.17,0.34
70,100,30,20,47,82.98,3710.0,-1340.0,1.76,2.77
70,100,30,25,62,80.65,1910.0,-1690.0,1.29,1.13
70,100,30,30,78,75.64,1090.0,-3040.0,1.1,0.36
70,100,30,35,96,78.12,2140.0,-2500.0,1.19,0.86
70,100,40,15,28,78.57,-320.0,-1200.0,0.88,-0.27
70,100,40,20,45,82.22,2570.0,-1220.0,1.68,2.11
70,100,40,25,62,80.65,2390.0,-1150.0,1.47,2.08
