tp,sl,nanpin,trades,win_rate,total_pips,max_dd,pf,avg_pips
60,60,15,1249,68.21,-10462.8,-32174.4,0.96,-8.38
15,20,8,5115,72.36,-10584.0,-13249.6,0.93,-2.07
30,40,15,2409,76.55,-10729.7,-15826.6,0.94,-4.45
40,60,5,1819,72.51,-10737.6,-18415.0,0.97,-5.9
60,40,10,1467,57.33,-10756.0,-26405.0,0.96,-7.33
20,40,8,3562,83.49,-10883.1,-17507.6,0.96,-3.06
50,60,20,1409,74.52,-10961.4,-27571.0,0.95,-7.78
20,30,15,3557,75.99,-11046.8,-10977.2,0.92,-3.11
40,50,8,1889,71.84,-11431.3,-16284.9,0.96,-6.05
30,50,5,2412,76.12,-11738.7,-15292.0,0.96,-4.87
20,40,15,3338,84.57,-11885.4,-17386.4,0.93,-3.56
50,50,15,1515,69.04,-12267.3,-25467.7,0.95,-8.1
15,50,15,4122,91.63,-12331.9,-13728.5,0.93,-2.99
40,60,10,1785,75.8,-13260.7,-22903.4,0.96,-7.43
15,60,25,3661,93.55,-13655.4,-16353.0,0.89,-3.73
20,50,5,3435,84.37,-14154.2,-15311.9,0.95,-4.12
30,60,25,2071,84.84,-14400.9,-21281.4,0.91,-6.95
60,50,15,1323,64.17,-14888.9,-29753.9,0.94,-11.25
15,60,15,4035,93.11,-15096.3,-16789.5,0.92,-3.74
20,50,20,3132,88.09,-15146.0,-18456.6,0.91,-4.84
40,40,15,1906,69.15,-16001.1,-21551.3,0.92,-8.4
50,40,10,1663,62.24,-16133.5,-20943.8,0.94,-9.7
20,50,15,3251,87.94,-16478.0,-18725.7,0.92,-5.07
15,40,8,4494,87.89,-16608.0,-20478.1,0.93,-3.7
20,50,10,3365,86.57,-17017.3,-22678.1,0.93,-5.06
50,50,8,1579,65.86,-17198.7,-20185.7,0.94,-10.89
30,50,25,2163,79.38,-17345.1,-21578.8,0.88,-8.02
30,50,15,2305,80.95,-17927.8,-24850.8,0.92,-7.78
50,60,10,1470,70.14,-18011.9,-27406.5,0.94,-12.25
40,50,25,1717,73.09,-18175.2,-21557.2,0.88,-10.59
60,50,20,1293,64.27,-18365.3,-27153.2,0.91,-14.2
20,50,8,3432,85.9,-18439.3,-21620.6,0.93,-5.37
40,50,15,1797,74.57,-18594.4,-25759.4,0.92,-10.35
60,40,8,1481,55.77,-19181.2,-28682.5,0.93,-12.95
15,50,10,4278,90.49,-19188.4,-21920.5,0.91,-4.49
60,50,5,1405,57.58,-19402.4,-29259.1,0.94,-13.81
20,60,15,3150,89.84,-19663.1,-23250.8,0.91,-6.24
50,50,10,1547,66.65,-19889.2,-24097.9,0.93,-12.86
15,60,20,3836,93.38,-20182.2,-26467.2,0.87,-5.26
15,50,8,4357,89.95,-20232.5,-22222.1,0.92,-4.64
50,60,5,1507,66.22,-20255.2,-29007.5,0.94,-13.44
30,50,20,2248,81.01,-20371.5,-22997.0,0.89,-9.06
30,50,10,2378,79.06,-20741.3,-22522.6,0.92,-8.72
60,60,10,1277,65.07,-20775.9,-32922.6,0.93,-16.27
15,50,5,4421,88.62,-20803.8,-22470.9,0.93,-4.71
60,50,10,1361,61.5,-21379.3,-26642.7,0.93,-15.71
20,60,20,3040,90.43,-21437.0,-24973.9,0.88,-7.05
40,60,8,1789,74.34,-22376.3,-27806.5,0.93,-12.51
30,50,8,2412,77.94,-22482.4,-24667.9,0.92,-9.32
20,60,8,3286,87.77,-22588.6,-30298.3,0.92,-6.87
30,60,20,2162,84.27,-23843.7,-31302.0,0.88,-11.03
40,60,15,1716,77.51,-24363.3,-38150.8,0.9,-14.2
20,60,10,3260,88.34,-24466.5,-31701.2,0.91,-7.51
40,50,20,1741,74.38,-24615.5,-27827.2,0.87,-14.14
50,50,20,1476,68.77,-24730.9,-33402.9,0.88,-16.76
30,60,15,2208,83.15,-25742.7,-33842.7,0.89,-11.66
50,60,8,1477,68.45,-25966.9,-34650.6,0.92,-17.58
15,60,8,4217,91.27,-26956.8,-28725.6,0.89,-6.39
30,60,10,2277,81.51,-27436.5,-33661.8,0.91,-12.05
60,50,8,1371,60.03,-28887.6,-32593.2,0.91,-21.07
15,60,10,4161,91.76,-29651.4,-31857.9,0.87,-7.13
20,60,5,3277,85.99,-30519.6,-32809.9,0.91,-9.31
60,60,5,1319,60.58,-31034.1,-41047.5,0.91,-23.53
30,60,5,2286,78.17,-31047.3,-34605.9,0.91,-13.58
15,60,5,4264,89.99,-31257.6,-32595.6,0.89,-7.33
30,60,8,2292,79.97,-36446.4,-41136.3,0.88,-15.9
60,60,8,1282,62.79,-39603.6,-45888.3,0.88,-30.89
