date,entry_time,exit_time,direction,entry_price,exit_price,result,pips,tokyo_high,tokyo_low,tokyo_range_pips,entry_hour,year,month
2015-05-26,2015-05-26 07:55:00,2015-05-26 09:10:00,BUY,121.845,121.945,WIN,9.7,121.788,121.483,30.49999999999926,7,2015,5
2015-05-27,2015-05-27 08:35:00,2015-05-27 12:40:00,SELL,122.859,123.359,LOSS,-50.3,123.311,122.922,38.900000000001,8,2015,5
2015-06-02,2015-06-02 07:50:00,2015-06-02 08:35:00,SELL,124.635,124.53500000000001,WIN,9.7,125.05,124.692,35.80000000000041,7,2015,6
2015-06-03,2015-06-03 11:50:00,2015-06-03 13:05:00,BUY,124.327,124.42699999999999,WIN,9.7,124.233,123.849,38.400000000000034,11,2015,6
2015-06-04,2015-06-04 09:40:00,2015-06-04 11:20:00,SELL,124.147,124.04700000000001,WIN,9.7,124.564,124.217,34.69999999999942,9,2015,6
2015-06-05,2015-06-05 10:15:00,2015-06-05 10:40:00,BUY,124.625,124.725,WIN,9.7,124.567,124.342,22.49999999999943,10,2015,6
2015-06-08,2015-06-08 09:50:00,2015-06-08 09:55:00,SELL,125.226,125.126,WIN,9.7,125.675,125.282,39.30000000000007,9,2015,6
2015-06-09,2015-06-09 08:55:00,2015-06-09 09:00:00,SELL,124.274,124.174,WIN,9.7,124.733,124.392,34.10000000000082,8,2015,6
2015-06-10,2015-06-10 06:30:00,2015-06-10 07:15:00,BUY,124.601,124.101,LOSS,-50.3,124.538,124.239,29.89999999999924,6,2015,6
2015-06-17,2015-06-17 08:10:00,2015-06-17 10:25:00,BUY,123.543,123.643,WIN,9.7,123.458,123.337,12.099999999999511,8,2015,6
2015-06-22,2015-06-22 10:30:00,2015-06-22 13:05:00,BUY,123.067,123.16699999999999,WIN,9.7,122.975,122.549,42.59999999999877,10,2015,6
2015-06-25,2015-06-25 06:05:00,2015-06-25 07:15:00,SELL,123.655,123.555,WIN,9.7,123.954,123.711,24.2999999999995,6,2015,6
2015-07-01,2015-07-01 08:55:00,2015-07-01 09:25:00,BUY,122.655,122.755,WIN,9.7,122.596,122.347,24.900000000000944,8,2015,7
2015-07-14,2015-07-14 08:20:00,2015-07-14 08:40:00,SELL,123.311,123.21100000000001,WIN,9.7,123.728,123.39,33.799999999999386,8,2015,7
2015-07-23,2015-07-23 10:10:00,2015-07-23 10:30:00,SELL,123.861,123.76100000000001,WIN,9.7,124.14,123.916,22.400000000000375,10,2015,7
2015-07-27,2015-07-27 09:25:00,2015-07-27 10:25:00,SELL,123.409,123.30900000000001,WIN,9.7,123.83,123.465,36.49999999999949,9,2015,7
2015-07-28,2015-07-28 07:40:00,2015-07-28 10:00:00,BUY,123.566,123.666,WIN,9.7,123.492,123.07,42.200000000001125,7,2015,7
2015-07-30,2015-07-30 12:30:00,2015-07-30 13:50:00,BUY,124.24,124.33999999999999,WIN,9.7,124.188,123.869,31.90000000000026,12,2015,7
2015-08-10,2015-08-10 09:40:00,2015-08-10 11:20:00,BUY,124.47,124.57,WIN,9.7,124.406,124.141,26.500000000000057,9,2015,8
2015-08-12,2015-08-12 08:55:00,2015-08-12 09:55:00,SELL,124.892,124.792,WIN,9.7,125.24,125.03,20.999999999999375,8,2015,8
2015-08-14,2015-08-14 09:50:00,2015-08-14 13:20:00,SELL,124.296,124.19600000000001,WIN,9.7,124.522,124.355,16.70000000000016,9,2015,8
2015-08-18,2015-08-18 10:10:00,2015-08-18 11:10:00,SELL,124.306,124.206,WIN,9.7,124.495,124.365,13.000000000000966,10,2015,8
2015-08-20,2015-08-20 09:40:00,2015-08-20 10:05:00,BUY,124.035,124.13499999999999,WIN,9.7,123.982,123.779,20.300000000000296,9,2015,8
2015-08-28,2015-08-28 07:00:00,2015-08-28 10:55:00,SELL,120.867,120.76700000000001,WIN,9.7,121.302,120.922,38.000000000000966,7,2015,8
2015-09-08,2015-09-08 06:20:00,2015-09-08 06:30:00,SELL,119.057,118.95700000000001,WIN,9.7,119.53,119.163,36.70000000000044,6,2015,9
2015-09-11,2015-09-11 10:20:00,2015-09-11 10:40:00,SELL,120.456,120.35600000000001,WIN,9.7,120.962,120.57,39.20000000000101,10,2015,9
2015-09-14,2015-09-14 06:55:00,2015-09-14 09:20:00,SELL,120.328,120.22800000000001,WIN,9.7,120.83,120.431,39.90000000000009,6,2015,9
2015-09-15,2015-09-15 06:20:00,2015-09-15 06:30:00,SELL,120.081,119.98100000000001,WIN,9.7,120.64,120.165,47.49999999999943,6,2015,9
2015-09-17,2015-09-17 08:00:00,2015-09-17 08:15:00,BUY,120.721,120.821,WIN,9.7,120.659,120.336,32.30000000000075,8,2015,9
2015-09-21,2015-09-21 11:30:00,2015-09-21 11:50:00,BUY,120.187,120.28699999999999,WIN,9.7,120.134,119.733,40.099999999999625,11,2015,9
2015-09-22,2015-09-22 10:00:00,2015-09-22 10:15:00,SELL,120.25,120.15,WIN,9.7,120.605,120.324,28.10000000000059,10,2015,9
2015-09-25,2015-09-25 09:15:00,2015-09-25 10:15:00,BUY,120.451,120.55099999999999,WIN,9.7,120.379,120.005,37.400000000000944,9,2015,9
2015-09-28,2015-09-28 08:40:00,2015-09-28 12:20:00,SELL,120.186,120.08600000000001,WIN,9.7,120.589,120.244,34.499999999999886,8,2015,9
2015-09-29,2015-09-29 08:00:00,2015-09-29 09:30:00,SELL,119.421,119.32100000000001,WIN,9.7,120.0,119.551,44.89999999999981,8,2015,9
2015-09-30,2015-09-30 10:35:00,2015-09-30 11:20:00,BUY,120.081,120.181,WIN,9.7,120.027,119.692,33.500000000000796,10,2015,9
2015-10-02,2015-10-02 10:15:00,2015-10-02 13:20:00,BUY,120.098,120.198,WIN,9.7,120.044,119.773,27.10000000000008,10,2015,10
2015-10-05,2015-10-05 10:55:00,2015-10-05 12:50:00,BUY,120.16,120.25999999999999,WIN,9.7,120.092,119.86,23.199999999999932,10,2015,10
2015-10-06,2015-10-06 08:55:00,2015-10-06 09:25:00,SELL,120.319,120.21900000000001,WIN,9.7,120.565,120.383,18.200000000000216,8,2015,10
2015-10-08,2015-10-08 09:10:00,2015-10-08 10:15:00,SELL,119.759,119.659,WIN,9.7,120.107,119.827,28.000000000000114,9,2015,10
2015-10-09,2015-10-09 08:55:00,2015-10-09 09:05:00,BUY,120.043,120.143,WIN,9.7,119.989,119.829,16.00000000000108,8,2015,10
2015-10-13,2015-10-13 10:30:00,2015-10-13 11:30:00,SELL,119.732,119.632,WIN,9.7,120.068,119.799,26.899999999999125,10,2015,10
2015-10-15,2015-10-15 10:05:00,2015-10-15 10:10:00,SELL,118.515,118.415,WIN,9.7,119.158,118.689,46.90000000000083,10,2015,10
2015-10-22,2015-10-22 07:00:00,2015-10-22 07:40:00,SELL,119.755,119.655,WIN,9.7,119.956,119.822,13.400000000000034,7,2015,10
2015-10-23,2015-10-23 10:10:00,2015-10-23 10:40:00,SELL,120.397,120.29700000000001,WIN,9.7,120.983,120.619,36.40000000000043,10,2015,10
2015-10-26,2015-10-26 09:15:00,2015-10-26 10:20:00,SELL,120.954,120.854,WIN,9.7,121.475,121.054,42.09999999999923,9,2015,10
2015-11-05,2015-11-05 09:30:00,2015-11-05 09:55:00,BUY,121.653,121.753,WIN,9.7,121.59,121.378,21.20000000000033,9,2015,11
2015-11-06,2015-11-06 07:00:00,2015-11-06 08:55:00,BUY,121.803,121.90299999999999,WIN,9.7,121.749,121.622,12.699999999999534,7,2015,11
2015-11-16,2015-11-16 10:00:00,2015-11-16 10:10:00,BUY,122.68,122.78,WIN,9.7,122.599,122.214,38.50000000000051,10,2015,11
2015-11-24,2015-11-24 10:05:00,2015-11-24 10:45:00,SELL,122.596,122.49600000000001,WIN,9.7,122.953,122.658,29.50000000000017,10,2015,11
2015-11-25,2015-11-25 12:15:00,2015-11-25 13:10:00,BUY,122.634,122.734,WIN,9.7,122.563,122.252,31.100000000000705,12,2015,11
2015-11-27,2015-11-27 08:05:00,2015-11-27 08:35:00,SELL,122.492,122.39200000000001,WIN,9.7,122.714,122.554,15.999999999999659,8,2015,11
2015-11-30,2015-11-30 10:45:00,2015-11-30 11:10:00,BUY,122.936,123.036,WIN,9.7,122.842,122.676,16.59999999999968,10,2015,11
2015-12-03,2015-12-03 07:00:00,2015-12-03 11:00:00,BUY,123.424,123.524,WIN,9.7,123.34,123.21,13.000000000000966,7,2015,12
2015-12-07,2015-12-07 10:25:00,2015-12-07 12:20:00,BUY,123.37,123.47,WIN,9.7,123.314,123.08,23.399999999999466,10,2015,12
2015-12-10,2015-12-10 10:20:00,2015-12-10 13:30:00,BUY,121.852,121.352,LOSS,-50.3,121.744,121.277,46.699999999999875,10,2015,12
2015-12-15,2015-12-15 07:35:00,2015-12-15 09:30:00,SELL,120.792,120.69200000000001,WIN,9.7,121.17,120.888,28.199999999999648,7,2015,12
2015-12-16,2015-12-16 09:40:00,2015-12-16 11:15:00,BUY,121.962,122.062,WIN,9.7,121.888,121.582,30.60000000000116,9,2015,12
2015-12-22,2015-12-22 10:55:00,2015-12-22 11:30:00,SELL,120.988,120.888,WIN,9.7,121.307,121.069,23.799999999999955,10,2015,12
2015-12-24,2015-12-24 07:15:00,2015-12-24 10:40:00,SELL,120.51,120.41000000000001,WIN,9.7,120.973,120.563,40.99999999999966,7,2015,12
2016-01-14,2016-01-14 08:10:00,2016-01-14 08:40:00,BUY,117.741,117.841,WIN,9.7,117.672,117.292,37.999999999999545,8,2016,1
2016-01-15,2016-01-15 06:15:00,2016-01-15 06:25:00,SELL,117.769,117.66900000000001,WIN,9.7,118.262,117.825,43.69999999999976,6,2016,1
2016-01-19,2016-01-19 07:35:00,2016-01-19 08:50:00,BUY,117.775,117.875,WIN,9.7,117.698,117.227,47.09999999999894,7,2016,1
2016-01-22,2016-01-22 07:10:00,2016-01-22 07:55:00,BUY,118.002,118.10199999999999,WIN,9.7,117.942,117.534,40.799999999998704,7,2016,1
2016-01-25,2016-01-25 10:15:00,2016-01-25 10:20:00,SELL,118.36,118.26,WIN,9.7,118.85,118.423,42.69999999999925,10,2016,1
2016-01-26,2016-01-26 08:10:00,2016-01-26 08:25:00,SELL,117.931,117.831,WIN,9.7,118.349,118.008,34.10000000000082,8,2016,1
2016-02-02,2016-02-02 07:20:00,2016-02-02 07:25:00,SELL,120.541,120.441,WIN,9.7,121.031,120.603,42.80000000000115,7,2016,2
2016-02-08,2016-02-08 06:40:00,2016-02-08 07:10:00,BUY,117.331,117.431,WIN,9.7,117.271,116.83,44.10000000000025,6,2016,2
2016-02-24,2016-02-24 06:30:00,2016-02-24 09:25:00,SELL,111.675,112.175,LOSS,-50.3,112.124,111.752,37.19999999999999,6,2016,2
2016-03-02,2016-03-02 08:40:00,2016-03-02 08:50:00,BUY,114.202,114.30199999999999,WIN,9.7,114.138,113.734,40.40000000000106,8,2016,3
2016-03-15,2016-03-15 06:45:00,2016-03-15 07:20:00,SELL,113.443,113.343,WIN,9.7,114.017,113.603,41.40000000000015,6,2016,3
2016-03-17,2016-03-17 07:10:00,2016-03-17 07:25:00,SELL,112.417,112.31700000000001,WIN,9.7,112.95,112.516,43.39999999999975,7,2016,3
2016-03-22,2016-03-22 10:50:00,2016-03-22 11:10:00,SELL,111.739,111.63900000000001,WIN,9.7,112.202,111.829,37.300000000000466,10,2016,3
2016-03-23,2016-03-23 11:05:00,2016-03-23 12:00:00,BUY,112.494,112.594,WIN,9.7,112.422,112.137,28.49999999999966,11,2016,3
2016-03-30,2016-03-30 08:10:00,2016-03-30 10:25:00,SELL,112.269,112.16900000000001,WIN,9.7,112.797,112.387,40.99999999999966,8,2016,3
2016-04-13,2016-04-13 08:15:00,2016-04-13 11:25:00,BUY,108.963,109.06299999999999,WIN,9.7,108.902,108.501,40.099999999999625,8,2016,4
2016-04-14,2016-04-14 11:00:00,2016-04-14 11:40:00,SELL,109.17,109.07000000000001,WIN,9.7,109.539,109.245,29.399999999999693,11,2016,4
2016-04-15,2016-04-15 10:40:00,2016-04-15 12:35:00,SELL,109.225,109.125,WIN,9.7,109.725,109.277,44.79999999999933,10,2016,4
2016-04-19,2016-04-19 11:55:00,2016-04-19 12:20:00,BUY,109.277,109.377,WIN,9.7,109.212,108.735,47.70000000000039,11,2016,4
2016-04-22,2016-04-22 07:30:00,2016-04-22 07:35:00,BUY,109.642,109.74199999999999,WIN,9.7,109.494,109.254,23.99999999999949,7,2016,4
2016-04-26,2016-04-26 09:05:00,2016-04-26 10:25:00,SELL,110.804,110.70400000000001,WIN,9.7,111.292,110.857,43.50000000000023,9,2016,4
2016-05-03,2016-05-03 07:35:00,2016-05-03 08:00:00,SELL,105.99,105.89,WIN,9.7,106.454,106.04,41.39999999999873,7,2016,5
2016-05-05,2016-05-05 11:15:00,2016-05-05 12:20:00,BUY,107.275,107.375,WIN,9.7,107.202,106.876,32.59999999999934,11,2016,5
2016-05-12,2016-05-12 06:55:00,2016-05-12 07:35:00,BUY,108.656,108.756,WIN,9.7,108.605,108.222,38.30000000000098,6,2016,5
2016-05-13,2016-05-13 09:10:00,2016-05-13 09:20:00,SELL,108.676,108.57600000000001,WIN,9.7,109.131,108.753,37.80000000000001,9,2016,5
2016-05-17,2016-05-17 08:55:00,2016-05-17 09:05:00,BUY,109.154,109.25399999999999,WIN,9.7,109.098,108.876,22.19999999999942,8,2016,5
2016-05-20,2016-05-20 08:40:00,2016-05-20 09:10:00,BUY,110.137,110.237,WIN,9.7,110.079,109.843,23.599999999999,8,2016,5
2016-05-24,2016-05-24 10:35:00,2016-05-24 11:05:00,BUY,109.514,109.61399999999999,WIN,9.7,109.455,109.195,26.00000000000051,10,2016,5
2016-05-31,2016-05-31 06:35:00,2016-05-31 07:10:00,BUY,111.235,111.335,WIN,9.7,111.147,110.789,35.80000000000041,6,2016,5
2016-06-01,2016-06-01 08:00:00,2016-06-01 08:25:00,SELL,110.056,109.956,WIN,9.7,110.825,110.413,41.200000000000614,8,2016,6
2016-06-03,2016-06-03 07:10:00,2016-06-03 07:25:00,SELL,108.68,108.58000000000001,WIN,9.7,109.129,108.739,39.00000000000006,7,2016,6
2016-06-14,2016-06-14 08:05:00,2016-06-14 09:45:00,SELL,105.87,105.77000000000001,WIN,9.7,106.414,105.93,48.399999999999466,8,2016,6
2016-07-08,2016-07-08 06:30:00,2016-07-08 06:45:00,SELL,100.587,100.48700000000001,WIN,9.7,100.962,100.639,32.30000000000075,6,2016,7
2016-07-11,2016-07-11 07:15:00,2016-07-11 07:40:00,BUY,100.956,101.056,WIN,9.7,100.866,100.525,34.0999999999994,7,2016,7
2016-07-20,2016-07-20 10:50:00,2016-07-20 11:50:00,BUY,106.37,106.47,WIN,9.7,106.255,105.823,43.200000000000216,10,2016,7
2016-08-03,2016-08-03 07:25:00,2016-08-03 13:10:00,SELL,100.792,101.292,LOSS,-50.3,101.34,100.849,49.099999999999966,7,2016,8
2016-08-08,2016-08-08 12:00:00,2016-08-08 12:20:00,BUY,102.308,102.408,WIN,9.7,102.251,101.852,39.90000000000009,12,2016,8
2016-08-11,2016-08-11 06:35:00,2016-08-11 06:55:00,BUY,101.365,101.46499999999999,WIN,9.7,101.294,101.002,29.20000000000016,6,2016,8
2016-08-15,2016-08-15 10:20:00,2016-08-15 11:55:00,SELL,101.061,100.96100000000001,WIN,9.7,101.447,101.112,33.500000000000796,10,2016,8
2016-08-30,2016-08-30 10:00:00,2016-08-30 10:25:00,BUY,102.288,102.38799999999999,WIN,9.7,102.235,101.744,49.099999999999966,10,2016,8
2016-09-01,2016-09-01 10:55:00,2016-09-01 13:30:00,BUY,103.567,103.66699999999999,WIN,9.7,103.434,103.056,37.80000000000001,10,2016,9
2016-09-02,2016-09-02 09:25:00,2016-09-02 09:40:00,BUY,103.478,103.57799999999999,WIN,9.7,103.427,103.124,30.30000000000115,9,2016,9
2016-09-06,2016-09-06 10:20:00,2016-09-06 13:20:00,SELL,103.297,103.197,WIN,9.7,103.799,103.358,44.10000000000025,10,2016,9
2016-09-12,2016-09-12 10:05:00,2016-09-12 11:50:00,SELL,102.198,102.098,WIN,9.7,102.661,102.295,36.599999999999966,10,2016,9
2016-09-19,2016-09-19 11:00:00,2016-09-19 11:05:00,SELL,101.885,101.78500000000001,WIN,9.7,102.407,102.011,39.60000000000008,11,2016,9
2016-09-20,2016-09-20 09:30:00,2016-09-20 09:55:00,SELL,101.723,101.623,WIN,9.7,102.057,101.783,27.40000000000009,9,2016,9
2016-09-22,2016-09-22 10:35:00,2016-09-22 10:50:00,BUY,100.56,100.66,WIN,9.7,100.466,100.091,37.5,10,2016,9
2016-09-26,2016-09-26 10:20:00,2016-09-26 10:40:00,SELL,100.623,100.52300000000001,WIN,9.7,101.049,100.702,34.70000000000084,10,2016,9
2016-09-28,2016-09-28 10:25:00,2016-09-28 11:05:00,BUY,100.711,100.81099999999999,WIN,9.7,100.655,100.253,40.2000000000001,10,2016,9
2016-09-30,2016-09-30 06:00:00,2016-09-30 07:50:00,BUY,101.71,101.21,LOSS,-50.3,101.241,100.909,33.19999999999936,6,2016,9
2016-10-05,2016-10-05 09:10:00,2016-10-05 12:30:00,BUY,102.981,103.08099999999999,WIN,9.7,102.925,102.662,26.299999999999102,9,2016,10
2016-10-10,2016-10-10 06:25:00,2016-10-10 13:40:00,SELL,102.831,103.331,LOSS,-50.3,103.323,102.883,43.99999999999977,6,2016,10
2016-10-14,2016-10-14 07:00:00,2016-10-14 08:10:00,BUY,104.034,104.134,WIN,9.7,103.968,103.602,36.599999999999966,7,2016,10
2016-10-18,2016-10-18 08:40:00,2016-10-18 10:05:00,BUY,103.98,104.08,WIN,9.7,103.911,103.674,23.699999999999477,8,2016,10
2016-10-19,2016-10-19 10:00:00,2016-10-19 10:20:00,SELL,103.564,103.464,WIN,9.7,103.941,103.644,29.699999999999704,10,2016,10
2016-10-21,2016-10-21 08:30:00,2016-10-21 08:50:00,SELL,103.845,103.745,WIN,9.7,104.199,103.908,29.09999999999968,8,2016,10
2016-11-01,2016-11-01 11:00:00,2016-11-01 11:30:00,BUY,104.984,105.08399999999999,WIN,9.7,104.89,104.652,23.799999999999955,11,2016,11
2016-11-16,2016-11-16 09:20:00,2016-11-16 09:25:00,BUY,109.318,109.41799999999999,WIN,9.7,109.188,108.775,41.29999999999967,9,2016,11
2016-12-12,2016-12-12 08:15:00,2016-12-12 09:50:00,BUY,115.691,115.791,WIN,9.7,115.61,115.15,45.999999999999375,8,2016,12
2016-12-13,2016-12-13 07:45:00,2016-12-13 10:40:00,BUY,115.308,115.408,WIN,9.7,115.205,114.73,47.49999999999943,7,2016,12
2017-01-03,2017-01-03 09:05:00,2017-01-03 09:15:00,BUY,117.617,117.717,WIN,9.7,117.523,117.196,32.69999999999982,9,2017,1
2017-01-09,2017-01-09 06:55:00,2017-01-09 11:25:00,BUY,117.489,116.989,LOSS,-50.3,117.433,116.995,43.80000000000024,6,2017,1
2017-01-17,2017-01-17 07:05:00,2017-01-17 07:20:00,SELL,113.736,113.63600000000001,WIN,9.7,114.274,113.825,44.89999999999981,7,2017,1
2017-01-26,2017-01-26 08:10:00,2017-01-26 08:35:00,BUY,113.547,113.64699999999999,WIN,9.7,113.452,113.042,40.99999999999966,8,2017,1
2017-02-07,2017-02-07 09:50:00,2017-02-07 10:00:00,BUY,112.056,112.15599999999999,WIN,9.7,111.953,111.585,36.80000000000092,9,2017,2
2017-02-14,2017-02-14 06:05:00,2017-02-14 07:35:00,SELL,113.473,113.373,WIN,9.7,113.804,113.527,27.700000000000102,6,2017,2
2017-02-17,2017-02-17 11:00:00,2017-02-17 11:25:00,SELL,113.011,112.911,WIN,9.7,113.495,113.166,32.90000000000077,11,2017,2
2017-02-22,2017-02-22 10:40:00,2017-02-22 11:20:00,SELL,113.256,113.156,WIN,9.7,113.724,113.322,40.2000000000001,10,2017,2
2017-02-24,2017-02-24 11:25:00,2017-02-24 12:25:00,SELL,112.506,112.406,WIN,9.7,112.95,112.573,37.700000000000955,11,2017,2
2017-02-28,2017-02-28 08:45:00,2017-02-28 13:05:00,SELL,112.333,112.233,WIN,9.7,112.814,112.434,37.999999999999545,8,2017,2
2017-03-09,2017-03-09 10:40:00,2017-03-09 10:45:00,BUY,114.669,114.76899999999999,WIN,9.7,114.588,114.299,28.899999999998727,10,2017,3
2017-03-10,2017-03-10 06:50:00,2017-03-10 08:20:00,BUY,115.338,115.43799999999999,WIN,9.7,115.249,114.885,36.39999999999901,6,2017,3
2017-03-14,2017-03-14 09:55:00,2017-03-14 10:20:00,BUY,115.03,115.13,WIN,9.7,114.974,114.753,22.100000000000364,9,2017,3
2017-03-16,2017-03-16 10:25:00,2017-03-16 10:40:00,SELL,113.029,112.929,WIN,9.7,113.54,113.147,39.30000000000007,10,2017,3
2017-03-22,2017-03-22 09:35:00,2017-03-22 11:45:00,SELL,111.332,111.232,WIN,9.7,111.787,111.422,36.50000000000091,9,2017,3
2017-03-23,2017-03-23 11:50:00,2017-03-23 12:55:00,SELL,111.05,110.95,WIN,9.7,111.573,111.141,43.199999999998795,11,2017,3
2017-04-06,2017-04-06 12:00:00,2017-04-06 13:55:00,BUY,110.804,110.904,WIN,9.7,110.727,110.284,44.299999999999784,12,2017,4
2017-04-14,2017-04-14 08:25:00,2017-04-14 08:50:00,SELL,108.998,108.89800000000001,WIN,9.7,109.218,109.066,15.200000000000102,8,2017,4
2017-04-19,2017-04-19 10:00:00,2017-04-19 10:15:00,BUY,108.785,108.88499999999999,WIN,9.7,108.678,108.373,30.49999999999926,10,2017,4
2017-05-02,2017-05-02 09:00:00,2017-05-02 09:50:00,BUY,112.04,112.14,WIN,9.7,111.972,111.774,19.79999999999933,9,2017,5
2017-05-05,2017-05-05 06:35:00,2017-05-05 06:40:00,SELL,112.35,112.25,WIN,9.7,112.648,112.436,21.19999999999891,6,2017,5
2017-05-08,2017-05-08 12:40:00,2017-05-08 13:10:00,SELL,112.531,112.43100000000001,WIN,9.7,112.955,112.591,36.40000000000043,12,2017,5
2017-05-09,2017-05-09 09:20:00,2017-05-09 10:00:00,BUY,113.437,113.53699999999999,WIN,9.7,113.375,113.128,24.69999999999999,9,2017,5
2017-05-15,2017-05-15 09:20:00,2017-05-15 09:55:00,BUY,113.503,113.603,WIN,9.7,113.451,113.137,31.399999999999295,9,2017,5
2017-05-25,2017-05-25 09:55:00,2017-05-25 10:45:00,BUY,111.747,111.847,WIN,9.7,111.693,111.473,21.999999999999886,9,2017,5
2017-05-26,2017-05-26 08:00:00,2017-05-26 09:45:00,SELL,111.444,111.34400000000001,WIN,9.7,111.848,111.54,30.799999999999272,8,2017,5
2017-06-07,2017-06-07 10:20:00,2017-06-07 11:50:00,SELL,109.239,109.13900000000001,WIN,9.7,109.592,109.302,28.999999999999204,10,2017,6
2017-06-08,2017-06-08 08:00:00,2017-06-08 08:25:00,SELL,109.651,109.551,WIN,9.7,110.006,109.724,28.199999999999648,8,2017,6
2017-06-12,2017-06-12 11:15:00,2017-06-12 11:45:00,SELL,110.047,109.947,WIN,9.7,110.435,110.148,28.700000000000614,11,2017,6
2017-06-13,2017-06-13 10:15:00,2017-06-13 10:50:00,BUY,110.159,110.259,WIN,9.7,110.102,109.767,33.500000000000796,10,2017,6
2017-06-14,2017-06-14 10:50:00,2017-06-14 13:05:00,BUY,110.185,110.285,WIN,9.7,110.127,109.947,17.99999999999926,10,2017,6
2017-06-21,2017-06-21 10:10:00,2017-06-21 10:35:00,SELL,111.182,111.08200000000001,WIN,9.7,111.484,111.24,24.399999999999977,10,2017,6
2017-06-26,2017-06-26 10:00:00,2017-06-26 11:00:00,BUY,111.449,111.54899999999999,WIN,9.7,111.342,111.115,22.700000000000387,10,2017,6
2017-06-27,2017-06-27 08:15:00,2017-06-27 09:15:00,SELL,111.76,111.66000000000001,WIN,9.7,112.069,111.816,25.30000000000001,8,2017,6
2017-07-03,2017-07-03 06:50:00,2017-07-03 09:05:00,BUY,112.501,112.601,WIN,9.7,112.437,112.09,34.69999999999942,6,2017,7
2017-07-04,2017-07-04 08:10:00,2017-07-04 08:30:00,SELL,113.025,112.92500000000001,WIN,9.7,113.445,113.124,32.099999999999795,8,2017,7
2017-07-06,2017-07-06 10:20:00,2017-07-06 12:55:00,BUY,113.354,113.454,WIN,9.7,113.3,112.954,34.600000000000364,10,2017,7
2017-07-11,2017-07-11 07:50:00,2017-07-11 08:15:00,BUY,114.334,114.434,WIN,9.7,114.255,114.024,23.099999999999454,7,2017,7
2017-07-20,2017-07-20 06:50:00,2017-07-20 10:35:00,BUY,112.159,112.259,WIN,9.7,112.063,111.765,29.800000000000182,6,2017,7
2017-07-21,2017-07-21 09:15:00,2017-07-21 12:50:00,SELL,111.738,111.638,WIN,9.7,112.066,111.798,26.800000000000068,9,2017,7
2017-07-25,2017-07-25 07:10:00,2017-07-25 09:05:00,SELL,110.958,110.858,WIN,9.7,111.335,111.013,32.19999999999885,7,2017,7
2017-07-27,2017-07-27 06:35:00,2017-07-27 11:20:00,SELL,110.79,111.29,LOSS,-50.3,111.212,110.867,34.499999999999886,6,2017,7
2017-08-02,2017-08-02 06:55:00,2017-08-02 07:00:00,BUY,110.671,110.771,WIN,9.7,110.594,110.3,29.399999999999693,6,2017,8
2017-08-08,2017-08-08 12:35:00,2017-08-08 13:45:00,SELL,110.514,110.414,WIN,9.7,110.805,110.565,24.00000000000091,12,2017,8
2017-08-14,2017-08-14 06:55:00,2017-08-14 07:10:00,BUY,109.515,109.615,WIN,9.7,109.446,109.028,41.799999999999216,6,2017,8
2017-08-16,2017-08-16 10:00:00,2017-08-16 11:25:00,BUY,110.831,110.931,WIN,9.7,110.765,110.536,22.89999999999992,10,2017,8
2017-08-18,2017-08-18 09:40:00,2017-08-18 10:00:00,SELL,109.227,109.12700000000001,WIN,9.7,109.567,109.288,27.899999999999636,9,2017,8
2017-08-21,2017-08-21 09:15:00,2017-08-21 10:00:00,SELL,109.106,109.006,WIN,9.7,109.415,109.168,24.69999999999999,9,2017,8
2017-08-24,2017-08-24 09:50:00,2017-08-24 11:40:00,BUY,109.289,109.389,WIN,9.7,109.233,108.841,39.20000000000101,9,2017,8
2017-08-30,2017-08-30 09:15:00,2017-08-30 09:35:00,BUY,109.993,110.09299999999999,WIN,9.7,109.91,109.534,37.599999999999056,9,2017,8
2017-09-08,2017-09-08 08:00:00,2017-09-08 08:05:00,SELL,107.953,107.85300000000001,WIN,9.7,108.479,108.038,44.10000000000025,8,2017,9
2017-09-12,2017-09-12 11:15:00,2017-09-12 13:45:00,BUY,109.697,109.797,WIN,9.7,109.578,109.232,34.600000000000364,11,2017,9
2017-09-19,2017-09-19 07:45:00,2017-09-19 08:15:00,BUY,111.65,111.75,WIN,9.7,111.593,111.366,22.700000000000387,7,2017,9
2017-09-20,2017-09-20 09:10:00,2017-09-20 12:40:00,SELL,111.354,111.254,WIN,9.7,111.64,111.438,20.199999999999818,9,2017,9
2017-09-25,2017-09-25 12:15:00,2017-09-25 12:45:00,SELL,112.059,111.959,WIN,9.7,112.522,112.111,41.100000000000136,12,2017,9
2017-09-27,2017-09-27 09:40:00,2017-09-27 10:05:00,BUY,112.608,112.708,WIN,9.7,112.536,112.212,32.39999999999981,9,2017,9
2017-09-28,2017-09-28 06:45:00,2017-09-28 09:00:00,BUY,113.068,113.16799999999999,WIN,9.7,112.92,112.705,21.50000000000034,6,2017,9
2017-10-04,2017-10-04 13:10:00,2017-10-04 13:50:00,SELL,112.445,112.345,WIN,9.7,112.897,112.501,39.60000000000008,13,2017,10
2017-10-10,2017-10-10 09:35:00,2017-10-10 11:00:00,SELL,112.52,112.42,WIN,9.7,112.82,112.599,22.099999999998943,9,2017,10
2017-10-18,2017-10-18 08:15:00,2017-10-18 09:50:00,BUY,112.294,112.39399999999999,WIN,9.7,112.238,112.128,10.999999999999943,8,2017,10
