tp,sl,nanpin,trades,win_rate,total_pips,max_dd,pf,avg_pips
40,30,25,2528,46.68,-1026.8,-3540.7,0.98,-0.41
20,20,10,4725,60.25,-1040.2,-4855.5,0.99,-0.22
30,20,15,3896,44.74,-1076.2,-3421.1,0.98,-0.28
80,30,15,1489,37.74,-1180.2,-8010.7,0.99,-0.79
20,50,25,3014,85.73,-1195.7,-7184.3,0.99,-0.4
30,30,10,2769,66.2,-1238.7,-13635.3,0.99,-0.45
20,20,15,4945,54.66,-1250.3,-3066.9,0.98,-0.25
30,30,25,3028,54.03,-1518.3,-3645.0,0.97,-0.5
70,80,30,894,74.05,-1583.2,-11373.9,0.99,-1.77
20,30,10,3783,75.89,-1854.4,-6591.8,0.99,-0.49
80,50,30,1047,51.58,-1862.7,-10380.9,0.98,-1.78
50,30,20,2063,45.86,-1960.0,-6813.4,0.98,-0.95
80,30,10,1452,39.39,-1991.7,-13593.8,0.99,-1.37
40,80,15,1526,83.09,-2099.4,-21602.8,0.99,-1.38
70,50,20,1122,59.71,-2228.1,-9664.7,0.99,-1.99
50,80,10,1268,76.5,-2242.5,-21342.8,0.99,-1.77
20,40,25,3221,78.45,-2378.3,-4160.1,0.97,-0.74
70,40,30,1426,43.83,-2490.2,-4890.3,0.96,-1.75
20,30,20,3751,69.13,-2937.1,-4575.6,0.96,-0.78
80,70,25,842,66.63,-3027.9,-14719.5,0.98,-3.6
50,30,10,1935,51.32,-3283.6,-13003.5,0.98,-1.7
80,30,8,1441,39.76,-3335.5,-12378.0,0.98,-2.31
20,20,8,4656,61.83,-3373.9,-6071.3,0.97,-0.72
20,50,20,3104,87.15,-3421.0,-12045.2,0.97,-1.1
20,80,15,3010,92.66,-3422.0,-22036.0,0.98,-1.14
50,80,8,1275,75.37,-3427.0,-22587.5,0.99,-2.69
20,50,15,3236,87.52,-3478.6,-16094.0,0.98,-1.07
30,30,20,2839,59.35,-3486.0,-6123.3,0.96,-1.23
70,30,10,1580,42.66,-3676.1,-14471.6,0.98,-2.33
70,70,10,1042,66.03,-3736.4,-20918.8,0.99,-3.59
70,80,20,935,71.98,-3750.6,-15091.7,0.98,-4.01
40,70,25,1506,82.2,-3759.1,-13046.8,0.98,-2.5
80,80,8,890,64.27,-3843.3,-17919.4,0.99,-4.32
30,70,30,1913,86.93,-3870.1,-14379.6,0.97,-2.02
20,40,20,3266,80.71,-4017.1,-5093.1,0.96,-1.23
70,50,15,1152,59.9,-4082.1,-14461.4,0.98,-3.54
30,30,8,2775,66.38,-4452.3,-14183.1,0.98,-1.6
40,30,15,2261,55.77,-4483.0,-10766.8,0.96,-1.98
40,80,10,1549,81.41,-4658.2,-23558.8,0.98,-3.01
20,70,15,3066,91.59,-4756.0,-22997.2,0.97,-1.55
70,30,8,1572,43.13,-4935.7,-14819.4,0.97,-3.14
80,70,30,829,66.34,-5174.3,-14538.9,0.97,-6.24
50,30,15,1973,49.42,-5386.8,-11810.2,0.96,-2.73
50,40,30,1740,51.67,-5394.0,-7761.3,0.93,-3.1
50,50,20,1415,67.84,-5469.8,-14627.8,0.97,-3.87
80,80,10,894,65.32,-5520.5,-17409.9,0.98,-6.18
70,50,30,1162,55.08,-5610.5,-12294.8,0.95,-4.83
70,80,25,924,73.38,-5631.4,-17398.4,0.97,-6.09
80,50,8,1093,53.71,-5717.7,-14118.3,0.98,-5.23
40,30,8,2241,58.72,-5788.8,-16260.1,0.97,-2.58
20,50,30,2927,83.81,-5861.9,-11231.9,0.94,-2.0
40,80,8,1565,80.51,-6016.5,-23357.1,0.98,-3.84
20,40,30,3194,74.11,-6318.2,-7414.9,0.91,-1.98
30,70,20,2008,86.6,-6383.5,-22292.2,0.96,-3.18
50,50,25,1438,65.51,-6551.5,-13152.0,0.95,-4.56
20,30,15,3756,72.9,-6706.4,-7751.9,0.94,-1.79
30,40,30,2413,65.06,-6798.9,-7868.5,0.91,-2.82
20,30,8,3820,76.26,-6908.5,-11777.9,0.96,-1.81
30,40,25,2370,69.11,-7479.9,-9026.9,0.92,-3.16
80,40,20,1206,45.77,-7605.3,-8874.0,0.94,-6.31
70,40,25,1367,47.26,-7689.3,-10736.8,0.92,-5.62
50,80,15,1249,77.98,-7937.0,-26457.1,0.97,-6.35
50,80,20,1233,79.24,-7970.0,-23836.7,0.96,-6.46
80,40,25,1250,43.04,-7971.8,-10617.9,0.92,-6.38
40,40,30,1986,57.45,-8174.8,-9720.8,0.89,-4.12
20,70,25,2834,92.03,-8664.6,-16109.6,0.94,-3.06
30,50,30,2127,75.65,-8839.0,-12576.2,0.91,-4.16
30,80,8,2054,85.39,-8908.9,-33177.1,0.97,-4.34
50,40,25,1681,54.85,-9394.6,-13153.4,0.91,-5.59
40,40,25,1932,61.13,-9420.2,-11426.2,0.91,-4.88
30,70,8,2133,83.59,-9469.7,-32158.4,0.97,-4.44
70,50,10,1177,58.2,-9673.3,-18153.4,0.96,-8.22
50,30,8,1933,51.68,-9911.8,-16091.2,0.95,-5.13
30,40,20,2347,71.84,-10016.5,-10547.8,0.92,-4.27
20,40,15,3376,82.7,-10025.1,-13082.3,0.94,-2.97
40,70,15,1575,80.44,-10165.5,-24041.8,0.96,-6.45
30,40,15,2383,74.4,-10244.2,-17803.9,0.94,-4.3
50,50,15,1445,67.89,-10465.3,-19569.7,0.95,-7.24
30,30,15,2796,63.02,-10484.4,-12832.2,0.92,-3.75
30,50,8,2325,78.41,-10823.0,-26741.6,0.96,-4.66
70,40,20,1328,49.62,-11245.3,-14114.4,0.91,-8.47
20,80,20,2910,93.02,-11291.2,-24550.6,0.93,-3.88
70,40,15,1301,51.96,-11567.8,-17104.6,0.93,-8.89
30,80,10,2069,86.18,-11711.7,-28952.0,0.95,-5.66
30,40,10,2451,74.54,-12178.6,-17862.6,0.94,-4.97
40,80,20,1498,83.51,-12200.1,-27068.1,0.94,-8.14
80,40,15,1177,47.83,-12288.8,-15283.2,0.93,-10.44
80,50,15,1035,55.27,-12396.8,-17242.6,0.94,-11.98
40,40,20,1899,64.03,-12426.7,-14191.2,0.9,-6.54
40,50,20,1680,73.1,-12477.8,-16628.2,0.92,-7.43
50,80,25,1208,80.13,-12495.7,-23716.1,0.93,-10.34
70,50,8,1194,56.7,-13010.7,-21341.0,0.95,-10.9
50,50,30,1445,62.91,-13470.1,-15683.9,0.88,-9.32
30,50,10,2316,79.36,-13544.2,-21542.2,0.94,-5.85
30,50,25,2152,77.42,-13813.1,-16932.2,0.89,-6.42
80,80,25,811,69.17,-13858.3,-20908.9,0.93,-17.09
40,80,25,1463,84.35,-14010.7,-23027.2,0.92,-9.58
80,80,30,794,69.52,-14018.1,-20126.4,0.92,-17.66
80,40,8,1215,47.49,-14181.1,-22665.8,0.94,-11.67
70,70,8,1038,64.16,-14209.8,-19873.9,0.95,-13.69
80,80,20,826,67.31,-14290.6,-22114.2,0.94,-17.3
80,50,10,1072,54.2,-14540.2,-19457.1,0.94,-13.56
30,70,25,1966,86.67,-14642.6,-22814.8,0.91,-7.45
80,70,10,942,61.89,-15185.1,-25799.8,0.95,-16.12
80,70,8,946,60.78,-15209.3,-21291.1,0.95,-16.08
50,70,10,1328,73.19,-15360.2,-26756.0,0.94,-11.57
50,40,20,1629,57.52,-15681.7,-16267.0,0.88,-9.63
40,80,30,1414,84.44,-15732.8,-26796.3,0.9,-11.13
40,50,25,1680,70.24,-15774.7,-20965.8,0.88,-9.39
20,80,30,2652,93.25,-15839.3,-21656.6,0.88,-5.97
30,40,8,2479,73.54,-15888.6,-21282.8,0.94,-6.41
40,40,10,1924,67.05,-16172.9,-19647.8,0.93,-8.41
40,50,30,1689,68.21,-16234.5,-18282.1,0.85,-9.61
50,70,8,1337,72.03,-16576.7,-31021.6,0.94,-12.4
30,80,15,2022,87.19,-16916.9,-35539.9,0.92,-8.37
20,80,25,2801,93.25,-17859.0,-22075.8,0.88,-6.38
20,40,10,3459,82.68,-17865.2,-21441.0,0.91,-5.16
30,50,20,2152,79.23,-18328.7,-23553.9,0.89,-8.52
40,40,15,1892,66.65,-18363.6,-23072.9,0.9,-9.71
30,50,15,2224,79.9,-18456.3,-30512.3,0.91,-8.3
40,50,10,1779,72.46,-18524.0,-24518.8,0.93,-10.41
50,80,30,1170,80.17,-18666.8,-24800.9,0.89,-15.95
20,50,10,3316,86.31,-19411.9,-23502.1,0.91,-5.85
20,50,8,3364,85.76,-19991.6,-27599.8,0.92,-5.94
50,50,10,1489,66.22,-20189.1,-23627.9,0.92,-13.56
30,80,30,1851,88.6,-20418.2,-27244.8,0.87,-11.03
20,70,8,3141,89.49,-20821.2,-36201.7,0.92,-6.63
20,40,8,3530,82.27,-21153.3,-25034.3,0.91,-5.99
80,40,10,1202,47.84,-21174.1,-27725.3,0.9,-17.62
40,70,8,1631,77.44,-21288.0,-29791.5,0.93,-13.05
40,50,15,1736,72.98,-21546.4,-32964.8,0.9,-12.41
20,80,8,3063,90.7,-21734.3,-41245.3,0.92,-7.1
40,40,8,1961,66.14,-22154.6,-27013.2,0.91,-11.3
30,70,10,2136,84.04,-22791.8,-36902.6,0.91,-10.67
50,50,8,1511,64.79,-22983.0,-29817.4,0.92,-15.21
40,70,10,1609,78.19,-23276.8,-34933.7,0.91,-14.47
70,40,10,1313,51.33,-23605.5,-28419.5,0.9,-17.98
30,80,25,1934,88.37,-23910.7,-28547.2,0.87,-12.36
30,80,20,1968,87.7,-23997.6,-31490.8,0.88,-12.19
30,70,15,2066,85.19,-24203.0,-41589.3,0.89,-11.71
40,50,8,1810,70.99,-26537.3,-34061.6,0.9,-14.66
20,70,10,3137,89.86,-27030.5,-37269.8,0.89,-8.62
20,80,10,3057,91.07,-27054.2,-39589.4,0.89,-8.85
50,40,8,1659,59.07,-28193.0,-33177.9,0.89,-16.99
50,40,15,1605,59.63,-28362.9,-29108.4,0.85,-17.67
50,40,10,1633,59.58,-28398.4,-31213.4,0.88,-17.39
70,40,8,1324,49.92,-31112.0,-34160.7,0.88,-23.5
